NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
8235,fletcher,dyfegewtvaffv,13,01100100011110010110011001100101011001110110010101110111011101000111011001100001011001100110011001110110,104,011001000111100101100110011001010110011101100101011101110111010001110110011000010110011001100110011101100100000001111101,120,011001000111100101110110011001010110011101100101011101110111010001110110011000010110011001100110011101100100000001111101,0.005,1
8236,fletcher,bionvqkqxrv,11,0110001001101001011011110110111001110110011100010110101101110001011110000111001001110110,88,01100010011010010110111101101110011101100111000101101011011100010111100001110010011101100100000011001111,104,01100010011010010110111101101110011101100111000101101011011100010111100001110010011101100100000011001111,0.005,0
8237,fletcher,revbuujot,9,011100100110010101110110011000100111010101110101011010100110111101110100,72,0111001001100101011101100110001001110101011101010110101001101111011101000111000011101001,88,0111001001100101011101100110001001110101011101010110101001101111011101000111000011101001,0.005,0
8238,fletcher,gxxfszto,8,0110011101111000011110000110011001110011011110100111010001101111,64,01100111011110000111100001100110011100110111101001110100011011111110111010010000,80,01100111011110000111100001100110011100110111101001110100011011111110111010010000,0.005,0
8239,fletcher,ltgnjyficbr,11,0110110001110100011001110110111001101010011110010110011001101001011000110110001001110010,88,01101100011101000110011101101110011010100111100101100110011010010110001101100010011100100001010010100010,104,01101101011101000110011101101110011010100111100101100110011010010110001111100010011100100001010010100010,0.005,2
8240,fletcher,nhwslsbevjbufk,14,0110111001101000011101110111001101101100011100110110001001100101011101100110101001100010011101010110011001101011,112,01101110011010000111011101110011011011000111001101100010011001010111011001101010011000100111010101100110011010110000100011110011,128,01101110011010000111011101110011011011000111001101100010011001010111011001101010011000100111010101100110011010110000100011110011,0.005,0
8241,fletcher,vlnozxgeplguejy,15,011101100110110001101110011011110111101001111000011001110110010101110000011011000110011101110101011001010110101001111001,120,0111011001101100011011100110111101111010011110000110011101100101011100000110110001100111011101010110010101101010011110010111000010000011,136,0111011001101100011011100110111101111010011110000110011101100101011100000110110001100111011101010110010101101010011110010111000010000011,0.005,0
8242,fletcher,bjmpwloal,9,011000100110101001101101011100000111011101101100011011110110000101101100,72,0110001001101010011011010111000001110111011011000110111101100001011011001110110111001011,88,0110001001101010011001010111000001110111011011000110111101100001011011001110110111001011,0.005,1
8243,fletcher,hevvrxgkdsj,11,0110100001100101011101100111011001110010011110000110011101101011011001000111001101101010,88,01101000011001010111011001110110011100100111100001100111011010110110010001110011011010100111010110111010,104,01101000011001010111011001110110011100100111100001100111011010110110010001110011011010100111010110111010,0.005,0
8244,fletcher,znqcbwin,8,0111101001101110011100010110001101100010011101110110100101101110,64,01111010011011100111000101100011011000100111011101101001011011101010001101101111,80,01111010011011100111000101100011011000100111011101101001011011101010001101101111,0.005,0
8245,fletcher,fmznggbpsjkdhqj,15,011001100110110101111010011011100110011101100111011000100111000001110011011010100110101101100100011010000111000101101010,120,0110011001101101011110100110111001100111011001110110001001110000011100110110101001101011011001000110100001110001011010101010110101010000,136,0110011001101101011110100110111001100111011001110110001001110000011100110110101001100011011001000110100001110001011010101010110101010000,0.005,1
8246,fletcher,mnewkymfhjy,11,0110110101101110011001010111011101101011011110010110110101100110011010000110101001111001,88,01101101011011100110010101110111011010110111100101101101011001100110100001101010011110010101110110111101,104,01101101011011100110010101110111011010110111100101101101011001100110100001101010011110011101110110111101,0.005,1
8247,fletcher,rapnwxtxoaxzg,13,01110010011000010111000001101110011101110111100001110100011110000110111101100001011110000111101001100111,104,011100100110000101110000011011100111011101111000011101000111100001101111011000010111100001111010011001111111011010111010,120,011100100110000101110000011011100111011101111000011101000111100001101111011000010111100001111010011001111111011010111010,0.005,0
8248,fletcher,robpoqdqd,9,011100100110111101100010011100000110111101110001011001000111000101100100,72,0111001001101111011000100111000001101111011100010110010001110001011001000011110011001111,88,0111001001101111011000100111000001101111011100010110010001110001011001000011110011001111,0.005,0
8249,fletcher,yveujgpcaidhole,15,011110010111011001100101011101010110101001100111011100000110001101100001011010010110010001101000011011110110110001100101,120,0111100101110110011001010111010101101010011001110111000001100011011000010110100101100100011010000110111101101100011001010011001001001001,136,0111100101110110011001010111010101101010011001110111000001100011011000010110100101100100011010000110111101101100011001010011001001001001,0.005,0
8250,fletcher,aixgrofhspiq,12,011000010110100101111000011001110111001001101111011001100110100001110011011100000110100101110001,96,0110000101101001011110000110011101110010011011110110011001101000011100110111000001101001011100011110001000011010,112,0110000101101001011110000110011101110010011011110110011001101000011100110111000001101001011100011110001000011010,0.005,0
8251,fletcher,bazoliabeou,11,0110001001100001011110100110111101101100011010010110000101100010011001010110111101110101,88,01100010011000010111101001101111011011000110100101100001011000100110010101101111011101010011011010010001,104,01100010011000010111101001101111011011000110100101100001011000100110010101101111011101010011011010010001,0.005,0
8252,fletcher,claplwtysiy,11,0110001101101100011000010111000001101100011101110111010001111001011100110110100101111001,88,01100011011011000110000101110000011011000111011101110100011110010111001101101001011110010000100011001001,104,01100011011011000110000101110000011011000111011101110100011110010111001101101001011110010000100011001001,0.005,0
8253,fletcher,fzmmhfgjujggasx,15,011001100111101001101101011011010110100001100110011001110110101001110101011010100110011101100111011000010111001101111000,120,0110011001111010011011010110110101101000011001100110011101101010011101010110101001100111011001110110000101110011011110001010111101011000,136,0110011001111010011011010110110101101000011001100110011101101010011101010110101001100111001001110110000101110011011110001010111101011000,0.005,1
8254,fletcher,nfxdhh,6,011011100110011001111000011001000110100001101000,48,0110111001100110011110000110010001101000011010001101111010000010,64,0110111001100110011110000110010001101000011010001101111010000010,0.005,0
8255,fletcher,eadcihpudz,10,01100101011000010110010001100011011010010110100001110000011101010110010001111010,80,011001010110000101100100011000110110100101101000011100000111010101100100011110100010010100100101,96,011001010110000101100100011000110110100101101000011100000111010101100100011110100010011100100101,0.005,1
8256,fletcher,yqtkmeefcqpwl,13,01111001011100010111010001101011011011010110010101100101011001100110001101110001011100000111011101101100,104,011110010111000101110100011010110110110101100101011001010110011001100011011100010111000001110111011011000100001110010010,120,011110010111100101110100011010110110110101100101011001010110011001100011011100010111000001110111011011000100001110010010,0.005,1
8257,fletcher,ydfzgisvpssng,13,01111001011001000110011001111010011001110110100101110011011101100111000001110011011100110110111001100111,104,011110010110010001100110011110100110011101101001011100110111011001110000011100110111001101101110011001111000101010100110,120,011110010110010001100110011110100110011101101001011100110111011001110000011100110111001101101110011001111000101010100110,0.005,0
8258,fletcher,fddtrti,7,01100110011001000110010001110100011100100111010001101001,56,011001100110010001100100011101000111001001110100011010011001100011110011,72,011001100110010001100100011101000111001001110100011010011001100011110011,0.005,0
8259,fletcher,zjmdpudtpflqiu,14,0111101001101010011011010110010001110000011101010110010001110100011100000110011001101100011100010110100101110101,112,01111010011010100110110101100100011100000111010101100100011101000111000001100110011011000111000101101001011101010101010000001001,128,01111010011010100110110101100100011100000111010101100100011101000110000001100110011011000111000101101001011101010101010000001001,0.005,1
8260,fletcher,vgyhumosbmzbwbe,15,011101100110011101111001011010000111010101101101011011110111001101100010011011010111101001100010011101110110001001100101,120,0111011001100111011110010110100001110101011011010110111101110011011000100110110101111010011000100111011101100010011001010100000101110001,136,0011011001100111011110010110100001110101011011010110111101110011011000100110110101111010011000100111011101100010011001010100000101110001,0.005,1
8261,fletcher,udqujjkrlgg,11,0111010101100100011100010111010101101010011010100110101101110010011011000110011101100111,88,01110101011001000111000101110101011010100110101001101011011100100110110001100111011001110110011010101110,104,01110101011001000111000101110101011010100110101001101011011100100110110001100111011001110110011010101110,0.005,0
